2004-08-19,2.487351655960083,2.579566719149819,2.3787748912649933,2.4789224763851214,897427216
2004-08-20,2.684921979904175,2.704009486479198,2.491318025747808,2.5039601352021816,458857488
2004-08-23,2.711942195892334,2.8130821633227225,2.7032662285205014,2.745407624547281,366857939
2004-08-24,2.599646806716919,2.7664777540372483,2.5674205332546642,2.757554051725721,306396159
2004-08-25,2.6276581287384033,2.67723728244974,2.575104961417743,2.6018772535620656,184645512
2004-08-26,2.675006151199341,2.675997568310927,2.5944408156183876,2.6016296575033797,142572401
2004-08-27,2.6313765048980713,2.6926063496838117,2.619973548836893,2.6797155563041257,124826132
2004-08-30,2.528749704360962,2.615016277572651,2.528749704360962,2.6098097955627657,104429967
2004-08-31,2.5376734733581543,2.5708909260057577,2.532467940877796,2.5359386122575525,98825037
2004-09-01,2.4851202964782715,2.552546855851902,2.4707423770949672,2.5458537233053944,183633734
2004-09-02,2.516354560852051,2.537673586698253,2.4526461681054883,2.4588438297453794,303810504
2004-09-03,2.479170560836792,2.5220565866735667,2.462066599345892,2.5024733706195215,103538639
2004-09-07,2.518089771270752,2.5285015470809498,2.4692552514446167,2.5039598261424603,117506800
2004-09-08,2.5359387397766113,2.554035067097877,2.491318091041826,2.497266830628467,100186120
2004-09-09,2.5361862182617188,2.546101336921732,2.503712211375315,2.541639486065801,81620792
2004-09-10,2.6110496520996094,2.6415403512491125,2.5111488493224803,2.5185856630893424,174804764
2004-09-13,2.664841890335083,2.6874000665382485,2.6390610158337693,2.643275131073944,157628624
2004-09-14,2.763751745223999,2.776393854724069,2.6472414983609216,2.663602964124677,217608605
2004-09-15,2.7763938903808594,2.831674051559623,2.731773242081179,2.7406978937893407,215279909
2004-09-16,2.825228452682495,2.870592545686432,2.767717958382383,2.784821919525389,186207345
2004-09-17,2.912487030029297,2.912487030029297,2.814816793152948,2.8363835538806077,190350817
2004-09-20,2.9588425159454346,3.0143704106651588,2.8946386546322223,2.899100505730558,213585582
2004-09-21,2.9211628437042236,2.9851189665440856,2.9129825859788485,2.969997603642922,145262446
2004-09-22,2.9345483779907227,2.9665269137993158,2.8956296862283892,2.9102555778536754,152344894
2004-09-23,2.995035171508789,3.039903553786391,2.9008353693781435,2.945952673732343,171524515
2004-09-24,2.9704935550689697,3.0763431040342137,2.9687586938987334,2.9980090559573203,183336625
2004-09-27,2.931575059890747,2.9965223721364684,2.9201721021062617,2.963800387147718,141994242
2004-09-28,3.144761800765991,3.1581473535684914,2.9799136956623493,3.0069337233345697,340190355
2004-09-29,3.249372720718384,3.347042012929263,3.1291450124333853,3.140795942542502,613229953
2004-09-30,3.212684154510498,3.2796152424798346,3.1978105266740595,3.2201209684287173,276468402
2004-10-01,3.2865562438964844,3.327706217450685,3.1953311711901144,3.2424310702798746,303934969
2004-10-04,3.3480334281921387,3.3929020532906673,3.32250052186161,3.3527442019511873,261693228
2004-10-05,3.4300858974456787,3.43405204054295,3.27812856109459,3.338118551769174,300887589
2004-10-06,3.3981077671051025,3.4320689001623843,3.3713357122008376,3.409758696212409,268900140
2004-10-07,3.4419844150543213,3.467517557625711,3.38496939011245,3.394142015144718,283643194
2004-10-08,3.4142205715179443,3.4625596239313956,3.396619953991912,3.438762294356682,222442656
2004-10-11,3.3529915809631348,3.4422331131060266,3.318038317305457,3.3961243909740135,210437827
2004-10-12,3.4060404300689697,3.4112457253185204,3.306883067525714,3.332663943819818,234419380
2004-10-13,3.492802381515503,3.5584943164445595,3.4724757230629733,3.5527921263603397,397203256
2004-10-14,3.5200705528259277,3.5294909136398345,3.434796580138335,3.495529776105773,209835578
2004-10-15,3.572375774383545,3.6068335675518655,3.5188311861825206,3.592703383131994,265150137
2004-10-18,3.697561502456665,3.6985526821354027,3.5004868866391554,3.549817355845223,282061287
2004-10-19,3.6673190593719482,3.777879382948636,3.6526934035863,3.730779479648142,363918964
